[0:0:2] (PlayerName:Marco_Decaprio | UserName:younessaziz) :pic
[17:9:47] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:9:47] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:9:48] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :wait
[17:9:50] (PlayerName:Betty_Robert | UserName:wissal) :gate
[17:9:50] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:9:50] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:9:52] (PlayerName:Bruce_Parker | UserName:abdouzaza) :revive
[17:9:55] (PlayerName:Tommy_Hazard | UserName:MrKarim) :makecivveh Mesa 0 0 0
[17:10:2] (PlayerName:Tommy_Hazard | UserName:MrKarim) :delveh 481
[17:10:2] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:10:2] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:10:2] (PlayerName:Tommy_Hazard | UserName:MrKarim) :delveh 481
[17:10:3] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:10:3] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:10:7] (PlayerName:Paul_Robert | UserName:Adnane) :showfactions
[17:10:13] (PlayerName:Thomas_Robert | UserName:SKerch) :superman
[17:10:13] (PlayerName:Thomas_Robert | UserName:SKerch) :gate
[17:10:14] (PlayerName:Tommy_Hazard | UserName:MrKarim) :makecivveh Quadbike 0 0 0
[17:10:15] (PlayerName:Bruce_Parker | UserName:abdouzaza) :tweet
[17:10:18] (PlayerName:Thomas_Robert | UserName:SKerch) :superman
[17:10:18] (PlayerName:Thomas_Robert | UserName:SKerch) :gate
[17:10:19] (PlayerName:Thomas_Robert | UserName:SKerch) :superman
[17:10:19] (PlayerName:Thomas_Robert | UserName:SKerch) :gate
[17:10:19] (PlayerName:Thomas_Robert | UserName:SKerch) :superman
[17:10:19] (PlayerName:Thomas_Robert | UserName:SKerch) :gate
[17:10:22] (PlayerName:Oliver_James | UserName:zaid) :mdc
[17:10:23] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[17:10:24] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[17:10:25] (PlayerName:Tommy_Diaz | UserName:FADEL) :IDLE
[17:10:25] (PlayerName:Mark_Walker | UserName:haytemsniper) :f ana kint m3ahom
[17:10:26] (PlayerName:Mark_Walker | UserName:haytemsniper) :f ana kint m3ahom
[17:10:29] (PlayerName:Mark_Walker | UserName:haytemsniper) :f kan chadha sam_teller
[17:10:30] (PlayerName:Mark_Walker | UserName:haytemsniper) :f kan chadha sam_teller
[17:10:30] (PlayerName:Tommy_Hazard | UserName:MrKarim) :park
[17:10:32] (PlayerName:Mark_Walker | UserName:haytemsniper) :f kan chadha sam_teller
[17:10:34] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:10:40] (PlayerName:Moza_Diaz | UserName:moza) :friends
[17:10:40] (PlayerName:Orland_Anderson | UserName:9wi9iza) :status
[17:10:40] (PlayerName:Tommy_Diaz | UserName:FADEL) :lay 2
[17:10:40] (PlayerName:Moza_Diaz | UserName:moza) :friends
[17:10:41] (PlayerName:Bruce_Parker | UserName:abdouzaza) :me ana ghndir respawn otpini fin knt sf?
[17:10:42] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :showfactions
[17:10:44] (PlayerName:Thomas_Robert | UserName:SKerch) :togattach
[17:10:48] (PlayerName:Mark_Walker | UserName:haytemsniper) :f flash
[17:10:49] (PlayerName:Mark_Walker | UserName:haytemsniper) :f flash
[17:10:51] (PlayerName:Tommy_Hazard | UserName:MrKarim) :makecivveh BF Injection 0 0 0
[17:10:52] (PlayerName:Thomas_Robert | UserName:SKerch) :mdc
[17:10:53] (PlayerName:Jeffry_Cross | UserName:ASPRO) :plant
[17:10:55] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :/aim
[17:11:3] (PlayerName:Tommy_Hazard | UserName:MrKarim) :aheal
[17:11:5] (PlayerName:Thomas_Robert | UserName:SKerch) :mdc
[17:11:5] (PlayerName:Tommy_Hazard | UserName:MrKarim) :park
[17:11:7] (PlayerName:Yone_Fizi | UserName:shanki1z) :/me kichouf fe jibo
[17:11:7] (PlayerName:Yone_Fizi | UserName:shanki1z) :/mekichouf/fjibo
[17:11:7] (PlayerName:Yone_Fizi | UserName:shanki1z) :me ki9alabjibi//kisadejibo
[17:11:9] (PlayerName:Yone_Fizi | UserName:shanki1z) :/me kichouf fe jibo
[17:11:9] (PlayerName:Yone_Fizi | UserName:shanki1z) :/mekichouf/fjibo
[17:11:9] (PlayerName:Yone_Fizi | UserName:shanki1z) :me ki9alabjibi//kisadejibo
[17:11:10] (PlayerName:Bruce_Parker | UserName:abdouzaza) :me ylh ani bshit
[17:11:14] (PlayerName:Yone_Fizi | UserName:shanki1z) :/me kichouf fe jibo
[17:11:14] (PlayerName:Yone_Fizi | UserName:shanki1z) :/mekichouf/fjibo
[17:11:14] (PlayerName:Yone_Fizi | UserName:shanki1z) :me ki9alabjibi//kisadejibo
[17:11:15] (PlayerName:Yone_Fizi | UserName:shanki1z) :/me kichouf fe jibo
[17:11:15] (PlayerName:Yone_Fizi | UserName:shanki1z) :/mekichouf/fjibo
[17:11:15] (PlayerName:Yone_Fizi | UserName:shanki1z) :me ki9alabjibi//kisadejibo
[17:11:19] (PlayerName:Thomas_Robert | UserName:SKerch) :mdc
[17:11:21] (PlayerName:Betty_Robert | UserName:wissal) :mdc
[17:11:32] (PlayerName:Betty_Robert | UserName:wissal) :backup
[17:11:36] (PlayerName:Mark_Walker | UserName:haytemsniper) :friends
[17:11:39] (PlayerName:Bruce_Parker | UserName:abdouzaza) :f sorry ikhwan khsni nbshi rani mzrob
[17:11:45] (PlayerName:Paul_Robert | UserName:Adnane) :nearbyrb
[17:11:47] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :recon 22
[17:11:49] (PlayerName:Paul_Robert | UserName:Adnane) :nearbyrb
[17:11:52] (PlayerName:Paul_Robert | UserName:Adnane) :showfactions
[17:11:53] (PlayerName:Orland_Anderson | UserName:9wi9iza) :park
[17:11:57] (PlayerName:Moza_Diaz | UserName:moza) :gate
[17:11:59] (PlayerName:Orland_Anderson | UserName:9wi9iza) :park
[17:12:0] (PlayerName:Betty_Robert | UserName:wissal) :f 10.04
[17:12:2] (PlayerName:Jeffry_Cross | UserName:ASPRO) :goto Tony_Fergson
[17:12:4] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :recon
[17:12:5] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f wa madirch RBS
[17:12:10] (PlayerName:Tommy_Hazard | UserName:MrKarim) :makecivveh Bloodring Banger 0 0 0
[17:12:10] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :goto 22
[17:12:11] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f wa la
[17:12:15] (PlayerName:Tony_Fergson | UserName:MDG) :er
[17:12:15] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :goto 22
[17:12:17] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :goto 22
[17:12:20] (PlayerName:Taylor_Clinton | UserName:cl1) :pay 29 800
[17:12:24] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :f wala rah aygadoh asa7bi
[17:12:26] (PlayerName:Oliver_James | UserName:zaid) :gate
[17:12:29] (PlayerName:Yone_Fizi | UserName:shanki1z) :carchat
[17:12:30] (PlayerName:Oliver_James | UserName:zaid) :me kaysed/kayhel lbab
[17:12:37] (PlayerName:Tony_Fergson | UserName:MDG) :er
[17:12:40] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :sw 3
[17:12:41] (PlayerName:Paul_Robert | UserName:Adnane) :gduty
[17:12:44] (PlayerName:Paul_Robert | UserName:Adnane) :goto Betty_Robert
[17:12:51] (PlayerName:Mario_Latino | UserName:marouane) :park
[17:12:55] (PlayerName:Mario_Latino | UserName:marouane) :respawnveh Mario_Latino336
[17:12:58] (PlayerName:Tommy_Hazard | UserName:MrKarim) :park
[17:12:58] (PlayerName:Tony_Fergson | UserName:MDG) :er
[17:12:59] (PlayerName:Mario_Latino | UserName:marouane) :respawnveh 336
[17:13:6] (PlayerName:Jeffry_Cross | UserName:ASPRO) :ar 1
[17:13:7] (PlayerName:Paul_Robert | UserName:Adnane) :getveh 352
[17:13:7] (PlayerName:Betty_Robert | UserName:wissal) :clearchat
[17:13:10] (PlayerName:Tommy_Diaz | UserName:FADEL) :LAY
[17:13:10] (PlayerName:Tommy_Diaz | UserName:FADEL) :lay
[17:13:12] (PlayerName:Tony_Fergson | UserName:MDG) :er
[17:13:13] (PlayerName:Paul_Robert | UserName:Adnane) :ooc
[17:13:15] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :pay 29 1200
[17:13:17] (PlayerName:Caspien_Helsey | UserName:zaba) :f achba lk nchdo news
[17:13:21] (PlayerName:Yone_Fizi | UserName:shanki1z) :animselect
[17:13:23] (PlayerName:Tommy_Hazard | UserName:MrKarim) :freecam
[17:13:24] (PlayerName:Armando_Culinan | UserName:red) :status
[17:13:28] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f laya deja mchdoda
[17:13:28] (PlayerName:Jeffry_Cross | UserName:ASPRO) :cr
[17:13:29] (PlayerName:Paul_Robert | UserName:Adnane) :respawnveh 352
[17:13:32] (PlayerName:Paul_Robert | UserName:Adnane) :getveh 353
[17:13:32] (PlayerName:Tommy_Hazard | UserName:MrKarim) :clearchat
[17:13:33] (PlayerName:Moza_Diaz | UserName:moza) :is tommy aji brak mol vip fwa7d lblan*
[17:13:35] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:13:36] (PlayerName:Caspien_Helsey | UserName:zaba) :f makatbansh
[17:13:38] (PlayerName:Paul_Robert | UserName:Adnane) :gotoveh 221
[17:13:39] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:13:46] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is golo idbr f chi map ou ndkholha lih
[17:13:49] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f nnn kaynin daba ou kayni chi 3 oula 4 menhom 
[17:13:50] (PlayerName:Jeffry_Cross | UserName:ASPRO) :gotoplace ls
[17:13:51] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is tan9ad f shop
[17:13:54] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :is karim heyd mute f disccord
[17:13:56] (PlayerName:Yone_Fizi | UserName:shanki1z) :/me kichouf fe jibo
[17:13:56] (PlayerName:Yone_Fizi | UserName:shanki1z) :/mekichouf/fjibo
[17:13:56] (PlayerName:Yone_Fizi | UserName:shanki1z) :me ki9alabjibi//kisadejibo
[17:13:56] (PlayerName:Yone_Fizi | UserName:shanki1z) :/me kichouf fe jibo
[17:13:56] (PlayerName:Yone_Fizi | UserName:shanki1z) :/mekichouf/fjibo
[17:13:56] (PlayerName:Yone_Fizi | UserName:shanki1z) :me ki9alabjibi//kisadejibo
[17:13:58] (PlayerName:Betty_Robert | UserName:wissal) :wait
[17:13:59] (PlayerName:Betty_Robert | UserName:wissal) :gate
[17:14:0] (PlayerName:Moza_Diaz | UserName:moza) :is machi map
[17:14:1] (PlayerName:Caspien_Helsey | UserName:zaba) :f ah7
[17:14:4] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :is karim heyd mute f disccord
[17:14:5] (PlayerName:Jeffry_Cross | UserName:ASPRO) :goto Armando_Culinan
[17:14:7] (PlayerName:Tommy_Hazard | UserName:MrKarim) :freecam
[17:14:8] (PlayerName:Thomas_Robert | UserName:SKerch) :home
[17:14:8] (PlayerName:Thomas_Robert | UserName:SKerch) :home
[17:14:15] (PlayerName:Caspien_Helsey | UserName:zaba) :f permi dzab
[17:14:15] (PlayerName:Armando_Culinan | UserName:red) :gethere Jeffry_Cross
[17:14:17] (PlayerName:Paul_Robert | UserName:Adnane) :is Tommy_Hazard sat m7tajek f wa7d projet bghit ndiro
[17:14:17] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :gotoveh 336
[17:14:19] (PlayerName:Paul_Robert | UserName:Adnane) :gduty
[17:14:20] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :gotoveh 336
[17:14:22] (PlayerName:Moza_Diaz | UserName:moza) :is rah tla9aha a tommy
[17:14:23] (PlayerName:Moza_Diaz | UserName:moza) :is rah tla9aha a tommy
[17:14:24] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :gotoveh 336
[17:14:25] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :gotoveh 336
[17:14:29] (PlayerName:Tommy_Hazard | UserName:MrKarim) :makecivveh Camper 0 0 0
[17:14:32] (PlayerName:Jeffry_Cross | UserName:ASPRO) :supervise
[17:14:33] (PlayerName:Armando_Culinan | UserName:red) :mdc
[17:14:33] (PlayerName:Taylor_Clinton | UserName:cl1) :wait
[17:14:40] (PlayerName:Yone_Fizi | UserName:shanki1z) :gate
[17:14:42] (PlayerName:Mario_Latino | UserName:marouane) :adde
[17:14:42] (PlayerName:Oliver_James | UserName:zaid) :mdc
[17:14:43] (PlayerName:Caspien_Helsey | UserName:zaba) :f 7ato sultan akhona
[17:14:44] (PlayerName:Mark_Walker | UserName:haytemsniper) :shake
[17:14:46] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f tfo ana motor jebt fih 71% imchi it7awa hhhhhhhhh
[17:14:53] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:14:57] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:15:1] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:15:2] (PlayerName:Caspien_Helsey | UserName:zaba) :f ta ra sahl hadshi
[17:15:7] (PlayerName:Tommy_Hazard | UserName:MrKarim) :park
[17:15:18] (PlayerName:Mark_Walker | UserName:haytemsniper) :toll
[17:15:21] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :goto 24
[17:15:23] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:15:26] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f motor masahlch hhhhhhhh tonobil ah
[17:15:29] (PlayerName:Mario_Latino | UserName:marouane) :adde
[17:15:31] (PlayerName:Josef_Descender | UserName:N1CHO) :friends
[17:15:31] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:15:31] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:15:32] (PlayerName:Josef_Descender | UserName:N1CHO) :friends
[17:15:35] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f hhhhh ayy wahed towala f tonobil 
[17:15:35] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:15:35] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:15:38] (PlayerName:Orland_Anderson | UserName:9wi9iza) :fish
[17:15:38] (PlayerName:Orland_Anderson | UserName:9wi9iza) :gate throttle
[17:15:41] (PlayerName:Jeffry_Cross | UserName:ASPRO) :gotoveh 125
[17:15:49] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[17:15:51] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[17:15:56] (PlayerName:Caspien_Helsey | UserName:zaba) :f ana nji ndwzo daba
[17:16:10] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f ana nemchi nchof dok tonobilat classic
[17:16:17] (PlayerName:Caspien_Helsey | UserName:zaba) :f sbr
[17:16:19] (PlayerName:Moza_Diaz | UserName:moza) :is tommy gal lik lblan dial plastique
[17:16:22] (PlayerName:Alex_simon | UserName:zakariamabrouk) :friends
[17:16:28] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f ana temak
[17:16:30] (PlayerName:Oliver_James | UserName:zaid) :me kaysed/kayhel lbab
[17:16:34] (PlayerName:Tommy_Hazard | UserName:MrKarim) :makecivveh Feltzer* 0 0 0
[17:16:34] (PlayerName:Moza_Diaz | UserName:moza) :is rah howa makaytkhlsch diik 140 rj3o lih 80
[17:16:35] (PlayerName:Armando_Culinan | UserName:red) :gotoplace ls
[17:16:39] (PlayerName:Alex_simon | UserName:zakariamabrouk) :friends
[17:16:41] (PlayerName:Tommy_Hazard | UserName:MrKarim) :makecivveh Feltzer 0 0 0
[17:16:44] (PlayerName:Tommy_Diaz | UserName:FADEL) :f fink kayna l blasa
[17:16:48] (PlayerName:Moza_Diaz | UserName:moza) :ri 1
[17:16:51] (PlayerName:Thomas_Robert | UserName:SKerch) :home
[17:16:52] (PlayerName:Thomas_Robert | UserName:SKerch) :home
[17:16:57] (PlayerName:Orland_Anderson | UserName:9wi9iza) :f hda news
[17:16:59] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[17:17:0] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[17:17:0] (PlayerName:Tommy_Diaz | UserName:FADEL) :LAY
[17:17:0] (PlayerName:Tommy_Diaz | UserName:FADEL) :lay
[17:17:1] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[17:17:2] (PlayerName:Armando_Culinan | UserName:red) :gotoplace ls
[17:17:4] (PlayerName:Caspien_Helsey | UserName:zaba) :f vip takhd limousin
[17:17:11] (PlayerName:Tommy_Hazard | UserName:MrKarim) :admin
[17:17:11] (PlayerName:Armando_Culinan | UserName:red) :getveh 351
[17:17:15] (PlayerName:Tommy_Hazard | UserName:MrKarim) :is golo ijrab db
[17:17:19] (PlayerName:Josef_Descender | UserName:N1CHO) :friends
[17:17:21] (PlayerName:Josef_Descender | UserName:N1CHO) :friends
[17:17:22] (PlayerName:Tommy_Hazard | UserName:MrKarim) :park
[17:17:23] (PlayerName:Moza_Diaz | UserName:moza) :is gaditi lih
[17:17:25] (PlayerName:Thomas_Robert | UserName:SKerch) :setvol 20
[17:17:26] (PlayerName:Betty_Robert | UserName:wissal) :setvol 0
[17:17:26] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:17:27] (PlayerName:Armando_Culinan | UserName:red) :setvol 4
[17:17:30] (PlayerName:Oliver_James | UserName:zaid) :mdc
[17:17:34] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:17:37] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:17:38] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :/aim
[17:17:41] (PlayerName:Tommy_Hazard | UserName:MrKarim) :makecivveh Hermes 0 0 0
[17:17:43] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:17:44] (PlayerName:Alex_simon | UserName:zakariamabrouk) :er
[17:17:52] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :check 14
[17:17:53] (PlayerName:Armando_Culinan | UserName:red) :items
[17:17:53] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:17:54] (PlayerName:Mario_Latino | UserName:marouane) :park
[17:17:56] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :admin
[17:17:57] (PlayerName:Mario_Latino | UserName:marouane) :ed
[17:18:8] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:18:9] (PlayerName:Orland_Anderson | UserName:9wi9iza) :idle
[17:18:17] (PlayerName:Orland_Anderson | UserName:9wi9iza) :admin
[17:18:17] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:18:18] (PlayerName:Orland_Anderson | UserName:9wi9iza) :admin
[17:18:18] (PlayerName:Orland_Anderson | UserName:9wi9iza) :admin
[17:18:19] (PlayerName:Orland_Anderson | UserName:9wi9iza) :admin
[17:18:21] (PlayerName:Mark_Walker | UserName:haytemsniper) :backup
[17:18:24] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:18:25] (PlayerName:Oliver_James | UserName:zaid) :gate
[17:18:28] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:18:30] (PlayerName:Thomas_Robert | UserName:SKerch) :setvol 20
[17:18:33] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:18:33] (PlayerName:Tommy_Hazard | UserName:MrKarim) :park
[17:18:33] (PlayerName:Mario_Latino | UserName:marouane) :gotoveh 255
[17:18:37] (PlayerName:Thomas_Robert | UserName:SKerch) :setvol 5
[17:18:44] (PlayerName:Mario_Latino | UserName:marouane) :gduty
[17:18:46] (PlayerName:Taylor_Clinton | UserName:cl1) :mdc
[17:18:47] (PlayerName:Orland_Anderson | UserName:9wi9iza) :idle
[17:18:50] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[17:18:51] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :makegun Anguel_Hazard 22
[17:18:54] (PlayerName:Mario_Latino | UserName:marouane) :entercar Mario_Latino 255
[17:18:59] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :makeammo Anguel_Hazard 22 30
[17:19:1] (PlayerName:Mario_Latino | UserName:marouane) :gethere 3
[17:19:3] (PlayerName:Mario_Latino | UserName:marouane) :gduty
[17:19:5] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:19:7] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[17:19:7] (PlayerName:Thomas_Robert | UserName:SKerch) :setvol 09
[17:19:8] (PlayerName:Ilyas_Berlin | UserName:IlyasBerlin) :friends
[17:19:9] (PlayerName:Thomas_Robert | UserName:SKerch) :setvol 0
[17:19:20] (PlayerName:Jeffry_Cross | UserName:ASPRO) :friends
[17:19:22] (PlayerName:Jeffry_Cross | UserName:ASPRO) :friends
[17:19:28] (PlayerName:Mark_Walker | UserName:haytemsniper) :f no fear
[17:19:29] (PlayerName:Mark_Walker | UserName:haytemsniper) :f no fear
[17:19:29] (PlayerName:Mark_Walker | UserName:haytemsniper) :f no fear
[17:19:47] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p wa zbi rani tab3 chi 9wada
[17:20:0] (PlayerName:Oliver_James | UserName:zaid) :gate
[17:20:1] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p warah 7naya tab3in ir3abyin
[17:20:8] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:20:8] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:20:11] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:20:11] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:20:14] (PlayerName:Armando_Culinan | UserName:red) :recon 14
[17:20:15] (PlayerName:Oliver_James | UserName:zaid) :handsup
[17:20:15] (PlayerName:Oliver_James | UserName:zaid) :handsup
[17:20:16] (PlayerName:Oliver_James | UserName:zaid) :handsup
[17:20:18] (PlayerName:Mohamed_Fergson | UserName:IMohProMC) :p TSNA JAYIN DA3M
[17:20:22] (PlayerName:Paul_Robert | UserName:Adnane) :home
[17:20:23] (PlayerName:Caspien_Helsey | UserName:zaba) :f 10 fps
[17:20:23] (PlayerName:Paul_Robert | UserName:Adnane) :home
[17:20:26] (PlayerName:Caspien_Helsey | UserName:zaba) :cover
[17:20:27] (PlayerName:Tommy_Hazard | UserName:MrKarim) :revive 29
[17:20:37] (PlayerName:Armando_Culinan | UserName:red) :is Anguel_Hazard sat 
[17:20:40] (PlayerName:Tommy_Hazard | UserName:MrKarim) :gotoplace ls 14µ
[17:20:44] (PlayerName:Tommy_Hazard | UserName:MrKarim) :gotoplace ls 14
[17:20:47] (PlayerName:Tommy_Hazard | UserName:MrKarim) :gotoplace ls ç
[17:20:53] (PlayerName:Armando_Culinan | UserName:red) :recon
[17:20:56] (PlayerName:Oliver_James | UserName:zaid) :status afk
[17:20:56] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :gotoveh 426
[17:21:2] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :gotoveh 426
[17:21:7] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :gotoplace ls
[17:21:8] (PlayerName:Tommy_Hazard | UserName:MrKarim) :aheam
[17:21:11] (PlayerName:Tommy_Hazard | UserName:MrKarim) :aheal
[17:21:12] (PlayerName:Armando_Culinan | UserName:red) :showfactions
[17:21:13] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:21:15] (PlayerName:Anguel_Hazard | UserName:ACHRAF) :ahal
[17:21:20] (PlayerName:Mark_Walker | UserName:haytemsniper) :f 166
[17:21:21] (PlayerName:Mark_Walker | UserName:haytemsniper) :f 166
[17:21:22] (PlayerName:Mark_Walker | UserName:haytemsniper) :f ok
[17:21:23] (PlayerName:Armando_Culinan | UserName:red) :recon Paul_Robert
[17:21:23] (PlayerName:Taylor_Clinton | UserName:cl1) :admins
[17:21:24] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :goto 14
[17:21:27] (PlayerName:Mark_Walker | UserName:haytemsniper) :mdc
[17:21:30] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:21:30] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:21:36] (PlayerName:Mario_Latino | UserName:marouane) :kay9lbfjibo
[17:21:37] (PlayerName:Mario_Latino | UserName:marouane) :me kay9lb/kaysd jib dyalo
[17:21:42] (PlayerName:Armando_Culinan | UserName:red) :recon Mark_Walker
[17:21:46] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:21:46] (PlayerName:Mark_Walker | UserName:haytemsniper) :f molhaa smito hamid_montana
[17:21:47] (PlayerName:Mark_Walker | UserName:haytemsniper) :f molhaa smito hamid_montana
[17:21:48] (PlayerName:Mark_Walker | UserName:haytemsniper) :f molhaa smito hamid_montana
[17:21:48] (PlayerName:Alfred_Apatchi | UserName:MOSTAFA) :/aim
[17:21:56] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[17:21:57] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[17:21:57] (PlayerName:Mario_Latino | UserName:marouane) :status afk
[17:21:58] (PlayerName:Mario_Latino | UserName:marouane) :me open/close the vehicle
[17:22:0] (PlayerName:Armando_Culinan | UserName:red) :recon
[17:22:5] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[17:22:8] (PlayerName:Tommy_Diaz | UserName:FADEL) :me kanchuf jibi
[17:22:18] (PlayerName:Tommy_Hazard | UserName:MrKarim) :givemoney
[17:22:24] (PlayerName:Yone_Fizi | UserName:shanki1z) :/me kichouf fe jibo
[17:22:24] (PlayerName:Yone_Fizi | UserName:shanki1z) :/mekichouf/fjibo
[17:22:24] (PlayerName:Yone_Fizi | UserName:shanki1z) :me ki9alabjibi//kisadejibo
[17:22:27] (PlayerName:Tommy_Hazard | UserName:MrKarim) :givemoney 1 300000 x
[17:22:27] (PlayerName:Yone_Fizi | UserName:shanki1z) :/me kichouf fe jibo
[17:22:27] (PlayerName:Yone_Fizi | UserName:shanki1z) :/mekichouf/fjibo
[17:22:27] (PlayerName:Yone_Fizi | UserName:shanki1z) :me ki9alabjibi//kisadejibo
[17:22:29] (PlayerName:Josef_Descender | UserName:N1CHO) :setvol 10
[17:22:39] (PlayerName:Thomas_Robert | UserName:SKerch) :mdc
[17:22:40] (PlayerName:Taylor_Clinton | UserName:cl1) :gate
[17:22:40] (PlayerName:Taylor_Clinton | UserName:cl1) :gate
[17:22:40] (PlayerName:Taylor_Clinton | UserName:cl1) :gate
[17:22:40] (PlayerName:Taylor_Clinton | UserName:cl1) :gate
[17:22:40] (PlayerName:Taylor_Clinton | UserName:cl1) :gate
