[0:0:18] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:14:21] (PlayerName:LSRP_Player#0547 | UserName:) :gate
[19:14:22] (PlayerName:LSRP_Player#0547 | UserName:) :gate
[19:14:30] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[19:14:30] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :fwa7d tab3ni
[19:14:31] (PlayerName:Michael_Montana | UserName:Mezrari) :bacxkup
[19:14:32] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :backup
[19:14:32] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:14:33] (PlayerName:Jeffry_Cross | UserName:ASPRO) :id Mario_Latino
[19:14:36] (PlayerName:Denver_Morata | UserName:denver) :heal Yone_Fizi 0
[19:14:40] (PlayerName:Jeffry_Cross | UserName:ASPRO) :is id 1 no fear
[19:14:40] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[19:14:44] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:14:49] (PlayerName:Jeffry_Cross | UserName:ASPRO) :is back to green zone
[19:14:49] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :is jail
[19:14:56] (PlayerName:Conor_Clover | UserName:REXdoom77) :gate
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :kandemere/kantfi tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kandemarer/ kantfer tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :kandemere/kantfi tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kandemarer/ kantfer tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :kandemere/kantfi tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kandemarer/ kantfer tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :kandemere/kantfi tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kandemarer/ kantfer tomobile
[19:15:1] (PlayerName:Flawless_Spelman | UserName:flawless) :animselekt
[19:15:1] (PlayerName:Flawless_Spelman | UserName:flawless) :animselect
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :kandemere/kantfi tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kandemarer/ kantfer tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :kandemere/kantfi tomobile
[19:15:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kandemarer/ kantfer tomobile
[19:15:1] (PlayerName:Denver_Morata | UserName:denver) :gate
[19:15:2] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f tmax tab3ni
[19:15:5] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[19:15:5] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kanchuf jibi
[19:15:6] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f dwkhto
[19:15:8] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kanchuf jibi
[19:15:8] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f tmax tab3ni
[19:15:8] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f tmax tab3ni
[19:15:9] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f tmax tab3ni
[19:15:9] (PlayerName:Jeffry_Cross | UserName:ASPRO) :is hzina 3lih sla7 dkhl fina car kill
[19:15:9] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f dwkhto
[19:15:11] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f dwkhto
[19:15:15] (PlayerName:LSRP_Player#3768 | UserName:OMAR) :friends
[19:15:18] (PlayerName:Michael_Montana | UserName:Mezrari) :f hhhhhhhhhhh
[19:15:23] (PlayerName:Michael_Montana | UserName:Mezrari) :is hhhhh
[19:15:24] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :aheal Jacob_Wiliam
[19:15:24] (PlayerName:LSRP_Player#3768 | UserName:OMAR) :friends
[19:15:27] (PlayerName:Conor_Clover | UserName:REXdoom77) :gate
[19:15:29] (PlayerName:Kajiro_Joe | UserName:kajiro) :status has lafita siha = MARHBA BIKOM F SALE DYAL SPORT
[19:15:30] (PlayerName:Hazer_Smikly | UserName:Emaad) :id 1
[19:15:31] (PlayerName:Gavin_Newsom | UserName:oussama) :IS  bandm mrid
[19:15:41] (PlayerName:Eric_Geostrica | UserName:CHLH) :jail 1 50 No Fear + Car Kill
[19:15:45] (PlayerName:Denver_Morata | UserName:denver) :status afk 2 min 
[19:15:45] (PlayerName:Gavin_Newsom | UserName:oussama) :is wlh logic 3ando m7awi jay   bari ybraki ra2iss
[19:15:49] (PlayerName:Gavin_Newsom | UserName:oussama) :is dyal lmdina
[19:15:53] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :gotoplace
[19:15:55] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :walk
[19:15:57] (PlayerName:Kajiro_Joe | UserName:kajiro) :WHAT
[19:15:58] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :gotoplace LS 26
[19:16:1] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WHAT
[19:16:7] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :walk 5
[19:16:12] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:16:24] (PlayerName:Moza_Diaz | UserName:moza) :wait
[19:16:24] (PlayerName:Michael_Montana | UserName:Mezrari) :ar 3
[19:16:25] (PlayerName:Armando_Culinan | UserName:red) :aduty
[19:16:25] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:16:27] (PlayerName:Armando_Culinan | UserName:red) :aheal Armando_Culinan
[19:16:28] (PlayerName:Armando_Culinan | UserName:red) :aduty
[19:16:29] (PlayerName:Michael_Montana | UserName:Mezrari) :goto Sam_Teller
[19:16:30] (PlayerName:Hazer_Smikly | UserName:Emaad) :f li dkhel 7anot nshduh otgae
[19:16:40] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kanchuf jibi
[19:16:43] (PlayerName:JAMES_DIAZ | UserName:FADEL) :me kanchuf jibi
[19:16:45] (PlayerName:Michael_Montana | UserName:Mezrari) :gduty
[19:16:46] (PlayerName:Kajiro_Joe | UserName:kajiro) :WHAT
[19:16:47] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WHAT
[19:16:50] (PlayerName:LSRP_Player#9216 | UserName:GAMAGAMES) :friends
[19:16:58] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:17:2] (PlayerName:Moza_Diaz | UserName:moza) :status Welcome All f GYM GROOVE STREET
[19:17:7] (PlayerName:Denver_Morata | UserName:denver) :status
[19:17:7] (PlayerName:Denver_Morata | UserName:denver) :er
[19:17:10] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f wlahila mn sba7 mazal madrto walo hhhhhhhhh
[19:17:11] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:17:11] (PlayerName:Moza_Diaz | UserName:moza) :what
[19:17:12] (PlayerName:Moza_Diaz | UserName:moza) :what
[19:17:16] (PlayerName:Sam_Teller | UserName:Attali) :er
[19:17:20] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:17:22] (PlayerName:Eric_Geostrica | UserName:CHLH) :cover
[19:17:24] (PlayerName:Michael_Montana | UserName:Mezrari) :ar 3
[19:17:31] (PlayerName:Michael_Montana | UserName:Mezrari) :goto Tony_Accardo
[19:17:34] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f fink ?
[19:17:35] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :bat
[19:17:43] (PlayerName:Armando_Culinan | UserName:red) :backup
[19:17:45] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:17:49] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :showfactions
[19:17:49] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :goto tony
[19:17:52] (PlayerName:JAMES_DIAZ | UserName:FADEL) :status haz lafita: welcom all gym groov street
[19:17:57] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :goto Tony_Salvador
[19:17:59] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :bat
[19:18:4] (PlayerName:Denver_Morata | UserName:denver) :wait
[19:18:6] (PlayerName:Alexander_Walter | UserName:pikatchu) :f wtff
[19:18:17] (PlayerName:Joe_Miller | UserName:badr) :friends
[19:18:18] (PlayerName:Joe_Miller | UserName:badr) :friends
[19:18:21] (PlayerName:Mario_Latino | UserName:marouane) :f wa 3ndii screnat 3ndi kolchi
[19:18:22] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:18:23] (PlayerName:LSRP_Player#4991 | UserName:) :friends
[19:18:25] (PlayerName:Gavin_Newsom | UserName:oussama) :is achraf hayd liya mute
[19:18:26] (PlayerName:Michael_Montana | UserName:Mezrari) :2003 Vincent GF
[19:18:27] (PlayerName:Jeffry_Cross | UserName:ASPRO) :is mn9droch ndrbo shop 
[19:18:28] (PlayerName:LSRP_Player#4991 | UserName:Khaled) :friends
[19:18:29] (PlayerName:Mario_Latino | UserName:marouane) :f ytepa gha chi admin kbir
[19:18:33] (PlayerName:Jeffry_Cross | UserName:ASPRO) :is lool
[19:18:37] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:18:38] (PlayerName:Armando_Culinan | UserName:red) :is finkum?
[19:18:39] (PlayerName:Kajiro_Joe | UserName:kajiro) :WAIT
[19:18:45] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WIAT
[19:18:47] (PlayerName:Armando_Culinan | UserName:red) :goto Jeffry_Cross
[19:18:48] (PlayerName:Armando_Culinan | UserName:red) :aduty
[19:18:49] (PlayerName:JAMES_DIAZ | UserName:FADEL) :IDLE
[19:18:52] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:18:53] (PlayerName:Michael_Montana | UserName:Mezrari) :getveh 42
[19:18:53] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WHAT
[19:18:55] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[19:18:58] (PlayerName:Gavin_Newsom | UserName:oussama) :togattach
[19:18:59] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WAIT
[19:18:59] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[19:19:6] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[19:19:8] (PlayerName:JAMES_DIAZ | UserName:FADEL) :IDLE
[19:19:11] (PlayerName:JAMES_DIAZ | UserName:FADEL) :IDLE
[19:19:13] (PlayerName:Michael_Montana | UserName:Mezrari) :clearchat
[19:19:15] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[19:19:16] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WHAT
[19:19:17] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :backup
[19:19:17] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :gate
[19:19:17] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :animselect
[19:19:18] (PlayerName:Tony_Accardo | UserName:Yassir980) :gate mec
[19:19:18] (PlayerName:Flawless_Spelman | UserName:flawless) :friends
[19:19:20] (PlayerName:Moza_Diaz | UserName:moza) :what
[19:19:20] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :backup
[19:19:20] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :gate
[19:19:20] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :animselect
[19:19:20] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:19:22] (PlayerName:SOUFIANE_FG | UserName:GAMAGAMES) :apps
[19:19:24] (PlayerName:Kajiro_Joe | UserName:kajiro) :WHAT
[19:19:25] (PlayerName:SOUFIANE_FG | UserName:GAMAGAMES) :home
[19:19:30] (PlayerName:Yone_Fizi | UserName:shanki1z) :wait
[19:19:32] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :backup
[19:19:33] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :gate
[19:19:33] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :smoke
[19:19:35] (PlayerName:Armando_Culinan | UserName:red) :fu
[19:19:39] (PlayerName:Kajiro_Joe | UserName:kajiro) :WHAT
[19:19:39] (PlayerName:Eric_Geostrica | UserName:CHLH) :fallfront
[19:19:41] (PlayerName:Eric_Geostrica | UserName:CHLH) :fall
[19:19:52] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :backup
[19:19:52] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :gate
[19:19:52] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :animselect
[19:19:52] (PlayerName:Tony_Accardo | UserName:Yassir980) :gate
[19:19:52] (PlayerName:Tony_Accardo | UserName:Yassir980) :/gate mec
[19:19:52] (PlayerName:Tony_Accardo | UserName:Yassir980) :gate mec
[19:19:55] (PlayerName:Eric_Geostrica | UserName:CHLH) :cover
[19:19:59] (PlayerName:Michael_Montana | UserName:Mezrari) :clearchat
[19:20:7] (PlayerName:Armando_Culinan | UserName:red) :aduty
[19:20:8] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :backup
[19:20:8] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :gate
[19:20:8] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :animselect
[19:20:11] (PlayerName:Armando_Culinan | UserName:red) :oldcar
[19:20:21] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :f ass chief aji gdam comico nghitek
[19:20:22] (PlayerName:Armando_Culinan | UserName:red) :gotoveh 159
[19:20:23] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WHAT
[19:20:29] (PlayerName:Kajiro_Joe | UserName:kajiro) :WHAT
[19:20:34] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WHAT
[19:20:35] (PlayerName:LSRP_Player#7022 | UserName:) :friends
[19:20:36] (PlayerName:Gavin_Newsom | UserName:oussama) :showfactions
[19:20:37] (PlayerName:LSRP_Player#7022 | UserName:) :friends
[19:20:40] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :gate
[19:20:40] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :dive
[19:20:40] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:20:41] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:20:42] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:20:42] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :gate
[19:20:42] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :dive
[19:20:42] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:20:44] (PlayerName:LSRP_Player#7022 | UserName:) :friends
[19:20:45] (PlayerName:Eric_Geostrica | UserName:CHLH) :is restariw script d braquage 
[19:20:46] (PlayerName:LSRP_Player#7022 | UserName:) :friends
[19:20:47] (PlayerName:Ryder_Btata | UserName:btataxkilipa) :atm
[19:20:48] (PlayerName:Eric_Geostrica | UserName:CHLH) :is lfachool
[19:20:49] (PlayerName:Gavin_Newsom | UserName:oussama) :is 3lach tjaila 
[19:20:50] (PlayerName:Michael_Montana | UserName:Mezrari) :is drari khasni n3rf smya dyal wa7d tonobila
[19:20:52] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:20:52] (PlayerName:LSRP_Player#7022 | UserName:) :friends
[19:20:53] (PlayerName:Gavin_Newsom | UserName:oussama) :is news
[19:20:53] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:20:54] (PlayerName:LSRP_Player#7022 | UserName:) :friends
[19:20:56] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :restartres
[19:21:0] (PlayerName:Michael_Montana | UserName:Mezrari) :goto Tony_Accardo
[19:21:0] (PlayerName:LSRP_Player#7976 | UserName:) :kidir samta
[19:21:0] (PlayerName:LSRP_Player#7976 | UserName:) :me kandir samta
[19:21:1] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :restartres Rob
[19:21:2] (PlayerName:Gavin_Newsom | UserName:oussama) :is  hadak sa7afi
[19:21:3] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :restartres Robshop
[19:21:6] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :restartres Rob
[19:21:6] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :backup
[19:21:6] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :gate
[19:21:6] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :smoke
[19:21:10] (PlayerName:JAMES_DIAZ | UserName:FADEL) :clearchat
[19:21:14] (PlayerName:Michael_Montana | UserName:Mezrari) :nearbyvehs
[19:21:16] (PlayerName:Kajiro_Joe | UserName:kajiro) :apps
[19:21:17] (PlayerName:Kajiro_Joe | UserName:kajiro) :apps
[19:21:18] (PlayerName:LSRP_Player#7976 | UserName:) :kidir samta
[19:21:18] (PlayerName:LSRP_Player#7976 | UserName:) :me kandir samta
[19:21:18] (PlayerName:LSRP_Player#7976 | UserName:) :me kanminate
[19:21:19] (PlayerName:Kajiro_Joe | UserName:kajiro) :apps
[19:21:19] (PlayerName:Michael_Montana | UserName:Mezrari) :nearbye
[19:21:22] (PlayerName:Michael_Montana | UserName:Mezrari) :nearbyvehs
[19:21:34] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :aheal 26
[19:21:42] (PlayerName:LSRP_Player#7976 | UserName:) :kidir samta
[19:21:42] (PlayerName:LSRP_Player#7976 | UserName:) :me kandir samta
[19:21:42] (PlayerName:LSRP_Player#7976 | UserName:) :me kanminate
[19:21:44] (PlayerName:Jeffry_Cross | UserName:ASPRO) :is safy khliw had shop mnb3d
[19:21:49] (PlayerName:LSRP_Player#7976 | UserName:) :gate
[19:21:53] (PlayerName:Moza_Diaz | UserName:moza) :what
[19:21:53] (PlayerName:LSRP_Player#7976 | UserName:) :friends
[19:22:0] (PlayerName:LSRP_Player#7976 | UserName:SP4RK) :friends
[19:22:1] (PlayerName:Michael_Montana | UserName:Mezrari) :checkveh 189
[19:22:5] (PlayerName:Sam_Teller | UserName:Attali) :aim*
[19:22:10] (PlayerName:Jeffry_Cross | UserName:ASPRO) :gotoveh 93
[19:22:12] (PlayerName:Eric_Geostrica | UserName:CHLH) :is braquiw hbha bank  o thnaw
[19:22:19] (PlayerName:Carlos_Miller | UserName:ayoubbnm) :status afk
[19:22:19] (PlayerName:Jeffry_Cross | UserName:ASPRO) :gethere
[19:22:21] (PlayerName:LSRP_Player#7976 | UserName:SP4RK) :kidir samta
[19:22:21] (PlayerName:LSRP_Player#7976 | UserName:SP4RK) :me kandir samta
[19:22:23] (PlayerName:LSRP_Player#7976 | UserName:SP4RK) :me kanminate
[19:22:25] (PlayerName:Jeffry_Cross | UserName:ASPRO) :gethere Hazer_Smikly
[19:22:26] (PlayerName:Kajiro_Joe | UserName:kajiro) :tweet GYM ON WELCOME ALL
[19:22:27] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :shake
[19:22:32] (PlayerName:Youssef_HAN | UserName:Youssef) :setvol 100
[19:22:33] (PlayerName:Jeffry_Cross | UserName:ASPRO) :is hh la safy ghnkhrj
[19:22:35] (PlayerName:Sam_Teller | UserName:Attali) :continencia2
[19:22:35] (PlayerName:Sam_Teller | UserName:Attali) :police
[19:22:35] (PlayerName:Sam_Teller | UserName:Attali) :backup
[19:22:36] (PlayerName:Sam_Teller | UserName:Attali) :z
[19:22:36] (PlayerName:Sam_Teller | UserName:Attali) :idle
[19:22:37] (PlayerName:Anwar_Car | UserName:AnwarCar) :wait
[19:22:38] (PlayerName:Joe_Miller | UserName:badr) :friends
[19:22:38] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WHAT
[19:22:38] (PlayerName:Joe_Miller | UserName:badr) :friends
[19:22:48] (PlayerName:Armando_Culinan | UserName:red) :status afk 
[19:22:51] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :ooc Cooldown activité ilegal : Braquage , Prise d'otage , Grissage   120Min
[19:22:52] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :ooc Cooldown activité ilegal : Braquage , Prise d'otage , Grissage   120Min
[19:22:53] (PlayerName:Jacob_Wiliam | UserName:ACHRAF) :ooc Cooldown activité ilegal : Braquage , Prise d'otage , Grissage   120Min
[19:22:59] (PlayerName:Conor_Clover | UserName:REXdoom77) :home
[19:23:0] (PlayerName:Conor_Clover | UserName:REXdoom77) :home
[19:23:3] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:23:3] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:23:10] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:23:11] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :f aspro drablpek
[19:23:11] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:23:16] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:23:17] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :f dakchi activa
[19:23:17] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:23:20] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f Aspro khrj ch7al hadi
[19:23:22] (PlayerName:Tony_Accardo | UserName:Yassir980) :throwaway
[19:23:22] (PlayerName:Tony_Accardo | UserName:Yassir980) :belt
[19:23:28] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f Aspro khrj ch7al hadi
[19:23:29] (PlayerName:JAMES_DIAZ | UserName:FADEL) :WHAT
[19:23:34] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:23:35] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:23:35] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:23:37] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:23:37] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:23:38] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:23:38] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:23:39] (PlayerName:Anwar_Car | UserName:AnwarCar) :home
[19:23:39] (PlayerName:Denver_Morata | UserName:denver) :checkveh
[19:23:46] (PlayerName:Eric_Geostrica | UserName:CHLH) :gotoveh 196
[19:23:48] (PlayerName:Sam_Teller | UserName:Attali) :idle
[19:24:3] (PlayerName:Michael_Montana | UserName:Mezrari) :is chi admin iji darori
[19:24:16] (PlayerName:Tony_Accardo | UserName:Yassir980) :me karj3 sla7 / mouss l dahro b7ala ma tra walo
[19:24:17] (PlayerName:Tony_Accardo | UserName:Yassir980) :me kayjbd sla7 / mouss mn dahro 
[19:24:17] (PlayerName:JAMES_DIAZ | UserName:FADEL) :IDLE
[19:24:19] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :backup
[19:24:21] (PlayerName:Michael_Montana | UserName:Mezrari) :is sf blach
[19:24:32] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f tony kat3rf tcrafti sla7 ?
[19:24:36] (PlayerName:JAMES_DIAZ | UserName:FADEL) :tweet gym groov street on
[19:24:38] (PlayerName:Youssef_HAN | UserName:Youssef) :friends
[19:24:41] (PlayerName:William_Alferdo | UserName:APGGAME) :apps
[19:24:43] (PlayerName:Denver_Morata | UserName:denver) :slapass
[19:24:45] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :f m3merni jarebt
[19:24:45] (PlayerName:Youssef_HAN | UserName:Youssef) :friends
[19:24:47] (PlayerName:Denver_Morata | UserName:denver) :slapass
[19:24:49] (PlayerName:JAMES_DIAZ | UserName:FADEL) :crack 4
[19:24:50] (PlayerName:Tony_Salvador | UserName:TONYBOSS) :f brit njareb
[19:24:55] (PlayerName:JAMES_DIAZ | UserName:FADEL) :status na3s$
[19:24:56] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f Me to
[19:25:2] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f ana nswl drari f chat staff
[19:25:7] (PlayerName:Eric_Geostrica | UserName:CHLH) :park
[19:25:11] (PlayerName:Eric_Geostrica | UserName:CHLH) :aduty
[19:25:14] (PlayerName:Eric_Geostrica | UserName:CHLH) :ar 5
[19:25:18] (PlayerName:Kajiro_Joe | UserName:kajiro) :status
[19:25:20] (PlayerName:Frank_Pezzulo | UserName:ErenSenpai) :fastrope
[19:25:24] (PlayerName:Eric_Geostrica | UserName:CHLH) :goto Youssef HAN
[19:25:31] (PlayerName:Tony_Accardo | UserName:Yassir980) :er
[19:25:35] (PlayerName:Michael_Montana | UserName:Mezrari) :ar 3
[19:25:39] (PlayerName:Michael_Montana | UserName:Mezrari) :goto Mario_Latino
[19:25:41] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :f chbanlik n7m9o l police ?
[19:25:44] (PlayerName:Eric_Geostrica | UserName:CHLH) :fixveh 2
[19:25:50] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :setvol 3
[19:25:53] (PlayerName:Joe_Miller | UserName:badr) :friends
[19:25:54] (PlayerName:Joe_Miller | UserName:badr) :friends
[19:25:58] (PlayerName:Youssef_HAN | UserName:Youssef) :er
[19:26:1] (PlayerName:Eric_Geostrica | UserName:CHLH) :frecaam
[19:26:3] (PlayerName:Eric_Geostrica | UserName:CHLH) :freecam
[19:26:8] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:26:9] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :gate
[19:26:10] (PlayerName:Michael_Montana | UserName:Mezrari) :cr 2
[19:26:12] (PlayerName:Michael_Montana | UserName:Mezrari) :cr 3
[19:26:18] (PlayerName:Michael_Montana | UserName:Mezrari) :gotoveh 189
[19:26:20] (PlayerName:Fades_Moore | UserName:SAMIRBOJI) :Talk On radio
[19:26:21] (PlayerName:Jhon_Noeln | UserName:LEOGEORNO) :clearchat
[19:26:23] (PlayerName:Eric_Geostrica | UserName:CHLH) :freecam
[19:26:25] (PlayerName:Eric_Geostrica | UserName:CHLH) :recon 5
[19:26:28] (PlayerName:Michael_Montana | UserName:Mezrari) :gotoveh 191
[19:26:34] (PlayerName:Michael_Montana | UserName:Mezrari) :gduty
[19:26:44] (PlayerName:Michael_Montana | UserName:Mezrari) :f Gavin_Newsom MSALI?
[19:26:53] (PlayerName:Michael_Montana | UserName:Mezrari) :status afk
[19:26:57] (PlayerName:Michael_Montana | UserName:Mezrari) :f ana afk
[19:27:18] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:27:18] (PlayerName:Hamid_Montana | UserName:ouss56) :f ok
[19:27:18] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:27:19] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:27:19] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:27:20] (PlayerName:Gavin_Newsom | UserName:oussama) :is ana jay
[19:27:28] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:27:28] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:27:28] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:27:29] (PlayerName:Sam_Teller | UserName:Attali) :gate
[19:27:34] (PlayerName:Gavin_Newsom | UserName:oussama) :unjail 1
[19:27:38] (PlayerName:Gavin_Newsom | UserName:oussama) :unjail
[19:27:40] (PlayerName:Mosatafa_Apatchi | UserName:MOSTAFA) :pay 24 60
[19:27:41] (PlayerName:Gavin_Newsom | UserName:oussama) :unjail 1
[19:27:46] (PlayerName:Denver_Morata | UserName:denver) :fall
[19:27:50] (PlayerName:Mario_Latino | UserName:marouane) :status
[19:27:52] (PlayerName:Tony_Accardo | UserName:Yassir980) :fallfront
[19:27:52] (PlayerName:LSRP_Player#6580 | UserName:) :friends
